idxE,idxQ,img_pathE,img_pathQ,predEQ,label,embedE,embedQ
2_879_E_,2_879_Q_,../new_data/cut_style:korea/2_879_E_.jpg,../new_data/cut_style:korea/2_879_Q_.jpg,[0.         0.         0.         ... 0.013846   0.04506372 0.00721824],1,[0.         0.         0.         ... 0.         0.         0.01661677],[0.02372689 0.         0.         ... 0.013846   0.04506372 0.00721824]
1_326_E_,1_326_Q_,../new_data/cut_style:japan/1_326_E_.jpg,../new_data/cut_style:japan/1_326_Q_.jpg,[0.07934365 0.         0.13026178 ... 0.         0.00244998 0.0065924 ],1,[0.07934365 0.         0.13026178 ... 0.02386091 0.         0.        ],[0.30942878 0.         0.02269492 ... 0.         0.00244998 0.0065924 ]
2_715_E_,2_715_Q_,../new_data/cut_style:korea/2_715_E_.jpg,../new_data/cut_style:korea/2_715_Q_.jpg,[0.         0.02737655 0.01220003 ... 0.         0.01762188 0.        ],1,[0.         0.02737655 0.01220003 ... 0.0562067  0.         0.20748273],[0.29261765 0.01814351 0.         ... 0.         0.01762188 0.        ]
1_419_E_,1_419_Q_,../new_data/cut_style:japan/1_419_E_.jpg,../new_data/cut_style:japan/1_419_Q_.jpg,[0.         0.         0.01878978 ... 0.         0.         0.03438311],1,[0.         0.         0.01878978 ... 0.02077376 0.         0.20213597],[0.24913123 0.00306985 0.14188612 ... 0.         0.         0.03438311]
1_1005_E_,1_1005_Q_,../new_data/cut_style:japan/1_1005_E_.jpg,../new_data/cut_style:japan/1_1005_Q_.jpg,[0.         0.         0.13101114 ... 0.         0.04176882 0.        ],1,[0.         0.         0.13101114 ... 0.01646311 0.00073144 0.03264706],[0.         0.         0.00509288 ... 0.         0.04176882 0.        ]
2_436_E_,2_436_Q_,../new_data/cut_style:korea/2_436_E_.jpg,../new_data/cut_style:korea/2_436_Q_.jpg,[0.02535588 0.         0.6115949  ... 0.3621745  0.00077867 0.01877932],1,[0.02535588 0.         0.6115949  ... 0.         0.01341944 0.00754471],[0.02804592 0.         0.74723345 ... 0.3621745  0.00077867 0.01877932]
0_1_E_,0_1_Q_,../new_data/cut_style:america/0_1_E_.jpg,../new_data/cut_style:america/0_1_Q_.jpg,[0.         0.         0.         ... 0.         0.         0.00479249],1,[0.         0.         0.         ... 0.         0.         0.00217712],[0.06672762 0.         0.06931917 ... 0.         0.         0.00479249]
13_1433_E_,13_1433_Q_,../new_data/cut_ugly_clothes_pair/13_1433_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1433_Q_.jpg,[0.2862107  0.0007422  0.00139129 ... 0.         0.03890922 0.09937456],0,[0.2862107  0.0007422  0.00139129 ... 0.         0.00211438 0.        ],[0.         0.00010043 0.00192634 ... 0.         0.03890922 0.09937456]
0_671_E_,0_671_Q_,../new_data/cut_style:america/0_671_E_.jpg,../new_data/cut_style:america/0_671_Q_.jpg,[0.02002233 0.         0.09206225 ... 0.         0.08272827 0.        ],1,[0.02002233 0.         0.09206225 ... 0.         0.03054341 0.27686733],[0.10488308 0.         0.00257941 ... 0.         0.08272827 0.        ]
13_697_E_,13_697_Q_,../new_data/cut_ugly_clothes_pair/13_697_E_.jpg,../new_data/cut_ugly_clothes_pair/13_697_Q_.jpg,[0.         0.03133745 0.10923854 ... 0.         0.04996473 0.09615427],0,[0.         0.03133745 0.10923854 ... 0.         0.01924114 2.265126  ],[0.09574056 0.03496289 0.77073747 ... 0.         0.04996473 0.09615427]
13_1456_E_,13_1456_Q_,../new_data/cut_ugly_clothes_pair/13_1456_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1456_Q_.jpg,[0.05440079 0.00856724 0.10676316 ... 0.00956495 0.         0.26739952],0,[0.05440079 0.00856724 0.10676316 ... 0.         0.01192241 0.0285371 ],[0.10310505 0.01884794 0.13493747 ... 0.00956495 0.         0.26739952]
13_1981_E_,13_1981_Q_,../new_data/cut_ugly_clothes_pair/13_1981_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1981_Q_.jpg,[0.03640593 0.000854   0.5069896  ... 0.         0.07518877 0.        ],0,"[3.6405932e-02 8.5399591e-04 5.0698960e-01 ... 4.5127724e-03 0.0000000e+00
 1.0802242e+00]",[0.19317798 0.00636081 0.36939874 ... 0.         0.07518877 0.        ]
13_388_E_,13_388_Q_,../new_data/cut_ugly_clothes_pair/13_388_E_.jpg,../new_data/cut_ugly_clothes_pair/13_388_Q_.jpg,[0.02077831 0.         0.0690877  ... 0.00440186 0.00403986 0.36330992],0,[0.02077831 0.         0.0690877  ... 0.0376524  0.         0.84936726],[0.         0.         0.15570399 ... 0.00440186 0.00403986 0.36330992]
0_504_E_,0_504_Q_,../new_data/cut_style:america/0_504_E_.jpg,../new_data/cut_style:america/0_504_Q_.jpg,[0.00525536 0.         0.08277257 ... 0.         0.01267468 0.03030419],1,[0.00525536 0.         0.08277257 ... 0.         0.         0.10045841],[0.         0.         0.09531317 ... 0.         0.01267468 0.03030419]
0_1037_E_,0_1037_Q_,../new_data/cut_style:america/0_1037_E_.jpg,../new_data/cut_style:america/0_1037_Q_.jpg,[0.         0.         0.         ... 0.         0.02901015 0.00525694],1,[0.         0.         0.         ... 0.02316202 0.         0.05194743],[0.09938455 0.         0.33294514 ... 0.         0.02901015 0.00525694]
13_1407_E_,13_1407_Q_,../new_data/cut_ugly_clothes_pair/13_1407_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1407_Q_.jpg,[0.         0.         0.08983015 ... 0.         0.         0.08630211],0,[0.         0.         0.08983015 ... 0.         0.00158297 0.01644099],[0.         0.00169989 0.18215303 ... 0.         0.         0.08630211]
0_524_E_,0_524_Q_,../new_data/cut_style:america/0_524_E_.jpg,../new_data/cut_style:america/0_524_Q_.jpg,[0.07249166 0.         0.05379179 ... 0.         0.         0.01582775],1,[0.07249166 0.         0.05379179 ... 0.         0.         0.8593654 ],[1.21733    0.         0.0188556  ... 0.         0.         0.01582775]
0_440_E_,0_440_Q_,../new_data/cut_style:america/0_440_E_.jpg,../new_data/cut_style:america/0_440_Q_.jpg,[0.00632999 0.         0.01534392 ... 0.         0.         0.01571448],1,[0.00632999 0.         0.01534392 ... 0.         0.01677032 0.6482187 ],[0.1968888  0.         0.08302863 ... 0.         0.         0.01571448]
0_451_E_,0_451_Q_,../new_data/cut_style:america/0_451_E_.jpg,../new_data/cut_style:america/0_451_Q_.jpg,[0.         0.         0.01167714 ... 0.         0.10838442 0.00410787],1,[0.         0.         0.01167714 ... 0.11994694 0.05277899 0.09317547],[0.1317802  0.         0.17076182 ... 0.         0.10838442 0.00410787]
1_142_E_,1_142_Q_,../new_data/cut_style:japan/1_142_E_.jpg,../new_data/cut_style:japan/1_142_Q_.jpg,[0.00369839 0.         0.13909283 ... 0.         0.17759095 0.        ],1,[0.00369839 0.         0.13909283 ... 0.10033718 0.         0.09120887],[0.27561113 0.         0.19924316 ... 0.         0.17759095 0.        ]
0_317_E_,0_317_Q_,../new_data/cut_style:america/0_317_E_.jpg,../new_data/cut_style:america/0_317_Q_.jpg,[0.27740154 0.         0.01029659 ... 0.         0.00535963 0.00908313],1,[0.27740154 0.         0.01029659 ... 0.00538242 0.09280397 0.06556062],[0.1815988  0.         0.12198087 ... 0.         0.00535963 0.00908313]
0_53_E_,0_53_Q_,../new_data/cut_style:america/0_53_E_.jpg,../new_data/cut_style:america/0_53_Q_.jpg,[0.0573236  0.         0.08123448 ... 0.         0.0523641  0.19886272],1,[0.0573236  0.         0.08123448 ... 0.01831592 0.00820707 0.06006464],[0.28874317 0.         0.21073711 ... 0.         0.0523641  0.19886272]
2_36_E_,2_36_Q_,../new_data/cut_style:korea/2_36_E_.jpg,../new_data/cut_style:korea/2_36_Q_.jpg,[0.         0.         0.13219044 ... 0.         0.00867976 0.00452755],1,[0.         0.         0.13219044 ... 0.         0.08893    0.01317834],[0.06580485 0.         0.05410508 ... 0.         0.00867976 0.00452755]
13_1347_E_,13_1347_Q_,../new_data/cut_ugly_clothes_pair/13_1347_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1347_Q_.jpg,[0.         0.         0.1282753  ... 0.         0.00461929 0.        ],0,[0.         0.         0.1282753  ... 0.0069856  0.         0.14218728],[0.00577254 0.         0.1036241  ... 0.         0.00461929 0.        ]
0_24_E_,0_24_Q_,../new_data/cut_style:america/0_24_E_.jpg,../new_data/cut_style:america/0_24_Q_.jpg,[0.         0.         0.00740891 ... 0.         0.05051183 0.16197887],1,[0.         0.         0.00740891 ... 0.         0.         0.04455307],[0.10760991 0.         0.1659266  ... 0.         0.05051183 0.16197887]
0_137_E_,0_137_Q_,../new_data/cut_style:america/0_137_E_.jpg,../new_data/cut_style:america/0_137_Q_.jpg,[0.1516249  0.01460865 0.0554411  ... 0.         0.         0.07795951],1,[0.1516249  0.01460865 0.0554411  ... 0.         0.04805352 0.05090501],[0.178765   0.02337205 0.01661189 ... 0.         0.         0.07795951]
13_996_E_,13_996_Q_,../new_data/cut_ugly_clothes_pair/13_996_E_.jpg,../new_data/cut_ugly_clothes_pair/13_996_Q_.jpg,[0.01086439 0.00543658 0.12543087 ... 0.         0.09539364 0.04243509],0,[0.01086439 0.00543658 0.12543087 ... 0.         0.         0.39524636],[0.         0.00131971 0.06532374 ... 0.         0.09539364 0.04243509]
0_942_E_,0_942_Q_,../new_data/cut_style:america/0_942_E_.jpg,../new_data/cut_style:america/0_942_Q_.jpg,[0.         0.         0.13580498 ... 0.01237079 0.00113152 0.05530249],1,[0.         0.         0.13580498 ... 0.09238271 0.         0.13270985],[0.         0.         0.03280869 ... 0.01237079 0.00113152 0.05530249]
1_89_E_,1_89_Q_,../new_data/cut_style:japan/1_89_E_.jpg,../new_data/cut_style:japan/1_89_Q_.jpg,[0.         0.         0.         ... 0.         0.00054938 0.00665129],1,[0.         0.         0.         ... 0.         0.         0.00622086],[0.13181335 0.         0.         ... 0.         0.00054938 0.00665129]
13_1091_E_,13_1091_Q_,../new_data/cut_ugly_clothes_pair/13_1091_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1091_Q_.jpg,[0.00332619 0.13764946 0.         ... 0.         0.08157943 0.11166291],0,[0.00332619 0.13764946 0.         ... 0.         0.03262412 0.00310875],[0.03410415 0.00800785 0.         ... 0.         0.08157943 0.11166291]
0_231_E_,0_231_Q_,../new_data/cut_style:america/0_231_E_.jpg,../new_data/cut_style:america/0_231_Q_.jpg,"[0.0000000e+00 5.8899608e-05 0.0000000e+00 ... 0.0000000e+00 3.1348009e-02
 4.8456294e-03]",1,"[0.0000000e+00 5.8899608e-05 0.0000000e+00 ... 0.0000000e+00 0.0000000e+00
 7.2731683e-03]",[0.02751481 0.         0.01750385 ... 0.         0.03134801 0.00484563]
2_160_E_,2_160_Q_,../new_data/cut_style:korea/2_160_E_.jpg,../new_data/cut_style:korea/2_160_Q_.jpg,[0.29854384 0.00104111 0.20565581 ... 0.         0.00747942 0.08703045],1,[0.29854384 0.00104111 0.20565581 ... 0.         0.         0.06654611],[0.21341264 0.         0.111327   ... 0.         0.00747942 0.08703045]
13_1788_E_,13_1788_Q_,../new_data/cut_ugly_clothes_pair/13_1788_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1788_Q_.jpg,[0.         0.         0.         ... 0.         0.         0.01242817],0,[0.         0.         0.         ... 0.04055531 0.00240957 0.        ],[0.04453928 0.         0.29461488 ... 0.         0.         0.01242817]
2_862_E_,2_862_Q_,../new_data/cut_style:korea/2_862_E_.jpg,../new_data/cut_style:korea/2_862_Q_.jpg,[0.         0.01657316 0.         ... 0.07199237 0.05743332 0.        ],1,[0.         0.01657316 0.         ... 0.00301083 0.09918541 0.21736288],[0.26170912 0.         0.15626897 ... 0.07199237 0.05743332 0.        ]
2_860_E_,2_860_Q_,../new_data/cut_style:korea/2_860_E_.jpg,../new_data/cut_style:korea/2_860_Q_.jpg,[0.         0.         0.         ... 0.         0.01369714 0.015593  ],1,[0.         0.         0.         ... 0.0539338  0.         0.09041779],[0.25478888 0.         0.0249163  ... 0.         0.01369714 0.015593  ]
1_744_E_,1_744_Q_,../new_data/cut_style:japan/1_744_E_.jpg,../new_data/cut_style:japan/1_744_Q_.jpg,[0.         0.         0.00681258 ... 0.         0.         0.05768488],1,[0.         0.         0.00681258 ... 0.37619314 0.         0.        ],[0.0333304  0.         0.01943487 ... 0.         0.         0.05768488]
13_183_E_,13_183_Q_,../new_data/cut_ugly_clothes_pair/13_183_E_.jpg,../new_data/cut_ugly_clothes_pair/13_183_Q_.jpg,[0.00628793 0.         0.04420373 ... 0.007076   0.15354268 0.00962648],0,[0.00628793 0.         0.04420373 ... 0.         0.21831186 0.06745131],[0.03545957 0.00254761 0.00370264 ... 0.007076   0.15354268 0.00962648]
13_724_E_,13_724_Q_,../new_data/cut_ugly_clothes_pair/13_724_E_.jpg,../new_data/cut_ugly_clothes_pair/13_724_Q_.jpg,[0.6192162  0.         0.61673635 ... 0.10628093 0.09265894 0.00512875],0,[0.6192162  0.         0.61673635 ... 0.         0.12095756 0.13607268],[0.668934   0.03759087 0.24737017 ... 0.10628093 0.09265894 0.00512875]
13_489_E_,13_489_Q_,../new_data/cut_ugly_clothes_pair/13_489_E_.jpg,../new_data/cut_ugly_clothes_pair/13_489_Q_.jpg,[0.         0.04250463 0.49357694 ... 0.         0.         0.10271814],0,[0.         0.04250463 0.49357694 ... 0.00407202 0.01396334 0.25805575],[0.00560911 0.00861898 0.1102232  ... 0.         0.         0.10271814]
13_342_E_,13_342_Q_,../new_data/cut_ugly_clothes_pair/13_342_E_.jpg,../new_data/cut_ugly_clothes_pair/13_342_Q_.jpg,[0.         0.00029853 0.28497788 ... 0.         0.08991826 0.2595254 ],0,[0.         0.00029853 0.28497788 ... 0.00593364 0.         0.01187337],[0.         0.         0.         ... 0.         0.08991826 0.2595254 ]
1_222_E_,1_222_Q_,../new_data/cut_style:japan/1_222_E_.jpg,../new_data/cut_style:japan/1_222_Q_.jpg,[0.         0.00138978 0.05280958 ... 0.06142749 0.         0.00984785],1,[0.         0.00138978 0.05280958 ... 0.         0.01570371 0.35884744],[0.09093247 0.         0.19751017 ... 0.06142749 0.         0.00984785]
1_757_E_,1_757_Q_,../new_data/cut_style:japan/1_757_E_.jpg,../new_data/cut_style:japan/1_757_Q_.jpg,[0.         0.00038001 0.03292714 ... 0.20021978 0.00170313 0.        ],1,[0.         0.00038001 0.03292714 ... 0.         0.         0.02135854],[0.03691947 0.0017892  0.09685399 ... 0.20021978 0.00170313 0.        ]
2_234_E_,2_234_Q_,../new_data/cut_style:korea/2_234_E_.jpg,../new_data/cut_style:korea/2_234_Q_.jpg,[0.01889362 0.00142644 0.00406434 ... 0.         0.         0.00360397],1,[0.01889362 0.00142644 0.00406434 ... 0.         0.00446321 0.11057413],[0.08611333 0.         0.0393784  ... 0.         0.         0.00360397]
0_1033_E_,0_1033_Q_,../new_data/cut_style:america/0_1033_E_.jpg,../new_data/cut_style:america/0_1033_Q_.jpg,[0.08037833 0.00992271 0.00174181 ... 0.00310873 0.17706664 0.07979388],1,[0.08037833 0.00992271 0.00174181 ... 0.         0.         0.24150118],[0.         0.         0.08412813 ... 0.00310873 0.17706664 0.07979388]
1_333_E_,1_333_Q_,../new_data/cut_style:japan/1_333_E_.jpg,../new_data/cut_style:japan/1_333_Q_.jpg,[0.         0.06839548 0.0357065  ... 0.         0.00163908 0.        ],1,[0.         0.06839548 0.0357065  ... 0.         0.         0.25473562],[0.16300389 0.         0.9970457  ... 0.         0.00163908 0.        ]
13_1598_E_,13_1598_Q_,../new_data/cut_ugly_clothes_pair/13_1598_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1598_Q_.jpg,[0.         0.         0.01527719 ... 0.         0.15018067 0.00486531],0,[0.         0.         0.01527719 ... 0.         0.         0.01470676],[0.01155542 0.         0.47374293 ... 0.         0.15018067 0.00486531]
1_98_E_,1_98_Q_,../new_data/cut_style:japan/1_98_E_.jpg,../new_data/cut_style:japan/1_98_Q_.jpg,[0.         0.         0.         ... 0.         0.00669647 0.00490984],1,[0.         0.         0.         ... 0.         0.02306781 0.11082102],[0.2646902  0.         0.08053039 ... 0.         0.00669647 0.00490984]
13_1936_E_,13_1936_Q_,../new_data/cut_ugly_clothes_pair/13_1936_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1936_Q_.jpg,[0.01914567 0.14433481 0.01845831 ... 0.         0.         0.09118563],0,[0.01914567 0.14433481 0.01845831 ... 0.         0.         0.13901894],[0.00560823 0.03873434 0.11463045 ... 0.         0.         0.09118563]
13_1275_E_,13_1275_Q_,../new_data/cut_ugly_clothes_pair/13_1275_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1275_Q_.jpg,[0.         0.00459508 0.27602887 ... 0.         0.         0.00308024],0,[0.         0.00459508 0.27602887 ... 0.         0.01944594 0.09692062],[0.         0.         0.01228731 ... 0.         0.         0.00308024]
13_1437_E_,13_1437_Q_,../new_data/cut_ugly_clothes_pair/13_1437_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1437_Q_.jpg,[0.         0.15237667 0.02874765 ... 0.         0.09154294 0.        ],0,[0.         0.15237667 0.02874765 ... 0.         0.         1.7530208 ],[0.         0.         1.0126095  ... 0.         0.09154294 0.        ]
0_287_E_,0_287_Q_,../new_data/cut_style:america/0_287_E_.jpg,../new_data/cut_style:america/0_287_Q_.jpg,[0.         0.         0.         ... 0.         0.         0.03721673],1,[0.         0.         0.         ... 0.         0.         0.01257733],[0.3327104  0.         0.         ... 0.         0.         0.03721673]
2_549_E_,2_549_Q_,../new_data/cut_style:korea/2_549_E_.jpg,../new_data/cut_style:korea/2_549_Q_.jpg,[0.0012498  0.         0.0046867  ... 0.02850507 0.         0.02355326],1,[0.0012498  0.         0.0046867  ... 0.01271997 0.00166237 0.03159747],[0.35229054 0.         0.08430098 ... 0.02850507 0.         0.02355326]
1_848_E_,1_848_Q_,../new_data/cut_style:japan/1_848_E_.jpg,../new_data/cut_style:japan/1_848_Q_.jpg,[0.         0.0024893  0.02284607 ... 0.         0.         0.00703482],1,[0.         0.0024893  0.02284607 ... 0.         0.         0.5150037 ],[0.05275475 0.         0.16720615 ... 0.         0.         0.00703482]
2_456_E_,2_456_Q_,../new_data/cut_style:korea/2_456_E_.jpg,../new_data/cut_style:korea/2_456_Q_.jpg,[0.         0.01249997 0.15122245 ... 0.02040045 0.02131253 0.0013036 ],1,[0.         0.01249997 0.15122245 ... 0.         0.         0.19280908],[0.00709464 0.04204409 0.06491052 ... 0.02040045 0.02131253 0.0013036 ]
13_971_E_,13_971_Q_,../new_data/cut_ugly_clothes_pair/13_971_E_.jpg,../new_data/cut_ugly_clothes_pair/13_971_Q_.jpg,[0.         0.01350587 0.03420635 ... 0.         0.0691695  0.077842  ],0,"[0.0000000e+00 1.3505871e-02 3.4206353e-02 ... 3.1406918e-05 4.6360485e-02
 6.6397190e-02]",[0.41846067 0.23201029 0.         ... 0.         0.0691695  0.077842  ]
2_5_E_,2_5_Q_,../new_data/cut_style:korea/2_5_E_.jpg,../new_data/cut_style:korea/2_5_Q_.jpg,[0.         0.11208704 0.         ... 0.         0.         0.04225795],1,[0.         0.11208704 0.         ... 0.         0.02667254 0.5849915 ],[0.17166369 0.         0.00381374 ... 0.         0.         0.04225795]
0_640_E_,0_640_Q_,../new_data/cut_style:america/0_640_E_.jpg,../new_data/cut_style:america/0_640_Q_.jpg,[0.11106191 0.02652316 0.         ... 0.         0.         0.02753048],1,[0.11106191 0.02652316 0.         ... 0.         0.01104315 0.22473368],[0.24763417 0.         0.         ... 0.         0.         0.02753048]
2_223_E_,2_223_Q_,../new_data/cut_style:korea/2_223_E_.jpg,../new_data/cut_style:korea/2_223_Q_.jpg,[0.01574158 0.03634495 0.16242017 ... 0.         0.         0.01620985],1,[0.01574158 0.03634495 0.16242017 ... 0.10335217 0.0288971  0.31283915],[0.         0.         0.35364166 ... 0.         0.         0.01620985]
